date,fund_growth,benchmark_growth,fund_minus_benchmark
2024-06-12,733.5155822854019,391.45165481936573,342.0639274660362
2024-06-13,750.5740841990159,397.1103450766822,353.4637391223337
2024-06-17,752.4876981957354,399.4404209528525,353.04727724288296
2024-06-18,758.6112629852379,406.0978259050213,352.5134370802166
2024-06-19,768.1246582832149,417.08241898128773,351.04223930192717
2024-06-20,756.5336249316567,421.07681966701875,335.456805264638
2024-06-24,738.2722799343904,408.31690215911885,329.9553777752716
2024-06-25,756.3149261891746,408.09500862889917,348.2199175602754
2024-06-26,752.9250956806999,411.3127643398738,341.6123313408261
2024-06-27,764.9535265172226,411.2017647178011,353.7517617994215
2024-07-01,754.1279387643522,414.08659203850806,340.0413467258441
2024-07-02,758.9939857845818,411.3127643398738,347.681221444708
2024-07-03,767.8512848551121,416.3057387685561,351.545546086556
2024-07-04,774.0841990158558,427.1793674607251,346.9048315551307
2024-07-08,782.941498086386,439.0516403717959,343.8898577145901
2024-07-09,786.8234007654456,438.60781807338134,348.2155826920643
2024-07-10,798.4691088026244,440.16124897479517,358.30785982782925
2024-07-11,777.6927282668125,449.9253043019401,327.7674239648724
2024-07-15,775.2870420995081,436.4996004894555,338.7874416100526
2024-07-16,768.9447785675231,439.0646784226425,329.88010014488066
2024-07-17,743.3570256971022,432.93094502083005,310.4260806762722
2024-07-18,733.7889557135047,425.1243592194436,308.66459649406113
2024-07-22,727.3920174958994,403.0428344017781,324.34918309412126
