index,date,strategy_equity,benchmark_equity
517,2018-07-12,159.9583428289498,140.33533914916035
518,2018-07-13,163.88723097253703,141.5239128582152
519,2018-07-16,163.477380427688,140.92962600368776
520,2018-07-17,162.44508639523767,140.16554528051321
521,2018-07-18,163.86450266860024,141.01451462374885
522,2018-07-19,162.82307492236177,141.43900760962913
523,2018-07-20,162.4914110429807,143.73123315062782
524,2018-07-23,161.02021303319174,144.75849353877916
525,2018-07-24,162.59030773421182,145.01533773573573
526,2018-07-25,162.87442460137757,145.1008914967963
527,2018-07-26,163.8432577623358,145.52890972997395
528,2018-07-27,164.56724843705587,146.7274272969713
529,2018-07-30,162.40483631718664,146.47058310001475
530,2018-07-31,162.5306780637396,146.47058310001475
531,2018-08-01,165.81762588560863,147.49786011669107
532,2018-08-02,162.8256917567242,145.27211541859234
533,2018-08-03,163.18811879820447,146.47058310001475
534,2018-08-06,163.00214470504346,146.72742729697134
535,2018-08-07,163.20061544404103,146.38499608190423
536,2018-08-08,164.70501835201802,147.49786011669113
537,2018-08-09,163.3968022707689,147.49786011669113
538,2018-08-10,163.15082803608237,146.72742729697134
539,2018-08-13,158.98964072848526,143.73123315062784
540,2018-08-14,160.40124358604308,144.7584935387792
541,2018-08-15,156.77407625350222,143.38878530703573
542,2018-08-16,155.83897729294785,143.47440558219625
543,2018-08-17,156.44699056521307,143.21761127081464
544,2018-08-20,155.52221385769636,143.73123315062782
545,2018-08-21,158.72385633799303,144.75849353877916
546,2018-08-22,158.46311373188354,144.9297008320502
547,2018-08-23,159.54921438535928,145.61454663365944
548,2018-08-24,157.65786374840263,145.1865450290068
549,2018-08-27,160.35993248063258,146.47058310001478
550,2018-08-28,162.06553576548345,147.66908403848717
551,2018-08-29,163.1536165038406,149.38117359972276
552,2018-08-30,162.7979466383569,149.89479547953593
