rebalance_date,rank,symbol,name,score,residual_z,momentum,volatility
2024-12-13,2,1303.TW,南亞,1.8273736031675547,-2.0366127811480266,-0.48682296128388036,0.2590076102074248
2024-12-13,3,2344.TW,華邦電,1.7945680569184226,-1.9977858201801229,-0.45780968638875474,0.2865624868375732
2024-12-13,4,2354.TW,鴻準,1.7025590900795256,-1.565798012764969,0.5747513678702187,0.42934600960013414
2024-12-13,5,1102.TW,亞泥,1.681833532468037,-1.6847200968700216,0.06858461132387261,0.17927452243560035
2024-12-13,6,2408.TW,南亞科,1.6219122347089787,-1.8771031080354643,-0.5795918419247584,0.34889152435213333
2024-12-13,7,3653.TW,健策,1.6160588225952308,-1.1826336517470817,1.4646106214229357,0.5279236443325229
2024-12-13,8,1326.TW,台化,1.5877139830839706,-1.80201785448077,-0.5034822215764982,0.25390062563349974
2024-12-13,9,2449.TW,京元電子,1.462861127323518,-1.3824617141072613,0.4332829859961371,0.474997545882609
2024-12-13,10,1301.TW,台塑,1.4569360877618196,-1.6748194950123354,-0.5182165188385595,0.24338417104679966
2024-12-13,11,2382.TW,廣達,1.396244212494101,-1.287420386677382,0.49920308538655633,0.4393150271238368
2024-12-13,12,2002.TW,中鋼,1.3845434278144173,-1.483538971223627,-0.202502123592599,0.18746533434533452
2024-12-13,13,3037.TW,欣興,1.2341683310370215,-1.3439414644142171,-0.12037386214782864,0.45094854416970465
2024-12-13,14,2360.TW,致茂,1.077315294379289,-0.8124771619619141,0.9560104366740887,0.4651034694570408
2024-12-13,15,1216.TW,統一,1.0713145479887127,-1.0224910926370403,0.21763334790118805,0.18232144275828868
2024-12-13,16,2303.TW,聯電,0.9453719148150614,-1.0117218713794884,-0.0853090741981023,0.24327853730060806
2024-12-13,17,2615.TW,萬海,0.8824110054914728,-0.6952091715107517,0.7702911252320332,0.5493337323366031
2024-12-13,18,3017.TW,奇鋐,0.8766947918773289,-0.5005870194919937,1.3333489157489158,0.6037623208452348
2024-12-13,19,6239.TW,力成,0.8567947758600697,-0.8696965123701869,0.12582615869559333,0.3796059470238326
2024-12-13,20,2376.TW,技嘉,0.8475602241405603,-0.8478190775938371,0.18399638520348072,0.4310505884966339
2024-12-13,21,2357.TW,華碩,0.8409655815445876,-0.6714875541644748,0.6338573385701092,0.34914694079617004
2024-12-13,22,6223.TWO,旺矽,0.7880460503858545,0.19593181140938637,3.0647631328249547,0.5912615646232879
