portfolio,weights,invested,ending_value,gain,return_on_invested,cagr,volatility,sharpe,max_drawdown
Grid_SP025_TW050_AZ025,"sp500 25%, 0050 50%, allianz 25%",1000000.0,9695629.217848046,8695629.217848046,8.695629217848046,0.2553135855676183,0.17848672017509135,1.7789937402830365,-0.281975616458241
Grid_SP005_TW085_AZ010,"sp500 5%, 0050 85%, allianz 10%",1000000.0,9641220.619985698,8641220.619985698,8.641220619985697,0.25460668353404947,0.20660174974228723,1.559419385398597,-0.325622139576049
Grid_SP020_TW060_AZ020,"sp500 20%, 0050 60%, allianz 20%",1000000.0,9585156.41352299,8585156.41352299,8.58515641352299,0.2538745055711862,0.1841392865322534,1.7216502985178153,-0.2909292826889771
Grid_SP015_TW070_AZ015,"sp500 15%, 0050 70%, allianz 15%",1000000.0,9446247.73441074,8446247.73441074,8.44624773441074,0.2520436696191459,0.1918009168392633,1.650253620030096,-0.2999809613912273
Grid_SP000_TW095_AZ005,"sp500 0%, 0050 95%, allianz 5%",1000000.0,9432256.065996595,8432256.065996595,8.432256065996595,0.251857916708385,0.21792506898137137,1.4753472648678547,-0.3382637773520403
Grid_SP045_TW015_AZ040,"sp500 45%, 0050 15%, allianz 40%",1000000.0,9414385.066465348,8414385.066465348,8.414385066465348,0.2516203009771443,0.17412740656363815,1.796815035607484,-0.2753991971804579
Grid_SP040_TW025_AZ035,"sp500 40%, 0050 25%, allianz 35%",1000000.0,9404656.018834133,8404656.018834133,8.404656018834133,0.25149077127703645,0.17206487671123588,1.8154282727967035,-0.27025882854518113
Grid_SP050_TW005_AZ045,"sp500 50%, 0050 5%, allianz 45%",1000000.0,9394682.541826267,8394682.541826267,8.394682541826267,0.2513578620879062,0.1785075150393758,1.755545375463785,-0.2807164330123033
Grid_SP035_TW035_AZ030,"sp500 35%, 0050 35%, allianz 30%",1000000.0,9365567.570585182,8365567.570585182,8.365567570585181,0.2509691406341945,0.17240312401101035,1.8089471605451501,-0.26710493302020477
Grid_SP030_TW045_AZ025,"sp500 30%, 0050 45%, allianz 25%",1000000.0,9297464.91797108,8297464.91797108,8.29746491797108,0.2500556205981792,0.17512823824240215,1.777924819467616,-0.27013657460493645
Grid_SP010_TW080_AZ010,"sp500 10%, 0050 80%, allianz 10%",1000000.0,9280152.602034613,8280152.6020346135,8.280152602034613,0.2498224356779024,0.20124227648828025,1.5703303628125274,-0.3126663431890323
Grid_SP025_TW055_AZ020,"sp500 25%, 0050 55%, allianz 20%",1000000.0,9200961.245075408,8200961.245075408,8.200961245075408,0.24875076656764206,0.18013192327027447,1.7257437517410739,-0.2791751592639218
Grid_SP005_TW090_AZ005,"sp500 5%, 0050 90%, allianz 5%",1000000.0,9088353.54307259,8088353.543072591,8.088353543072591,0.24721250338609413,0.21222597221362327,1.486686824765458,-0.32549313746569564
Grid_SP020_TW065_AZ015,"sp500 20%, 0050 65%, allianz 15%",1000000.0,9076928.587201571,8076928.587201571,8.076928587201571,0.24705547726113242,0.1872315866039629,1.6576168926092103,-0.2883148031092101
Grid_SP050_TW010_AZ040,"sp500 50%, 0050 10%, allianz 40%",1000000.0,8993861.01302278,7993861.01302278,7.99386101302278,0.24590840764786837,0.17358272946644251,1.7669547345713585,-0.28121469630905405
Grid_SP045_TW020_AZ035,"sp500 45%, 0050 20%, allianz 35%",1000000.0,8993784.627835505,7993784.627835505,7.993784627835505,0.24590734847435192,0.17071840684445536,1.7936526648911186,-0.27594052219856546
Grid_SP055_TW000_AZ045,"sp500 55%, 0050 0%, allianz 45%",1000000.0,8965839.85355023,7965839.853550229,7.9658398535502295,0.2455193159127973,0.17873919769474209,1.7187954848228166,-0.2865134303969209
Grid_SP040_TW030_AZ030,"sp500 40%, 0050 30%, allianz 30%",1000000.0,8965593.838089664,7965593.838089664,7.965593838089664,0.24551589498731774,0.1702619516862958,1.7955052321833787,-0.27098661043368955
Grid_SP015_TW075_AZ010,"sp500 15%, 0050 75%, allianz 10%",1000000.0,8926484.783675257,7926484.783675257,7.926484783675257,0.2449709937131619,0.19619982556938023,1.5792824463401791,-0.29950621701049407
Grid_SP035_TW040_AZ025,"sp500 35%, 0050 40%, allianz 25%",1000000.0,8909533.507655105,7909533.507655105,7.909533507655104,0.24473414616508093,0.17223250923845013,1.7720401691641678,-0.26818648000165324
Grid_SP000_TW100_AZ000,"sp500 0%, 0050 100%, allianz 0%",1000000.0,8872544.265936727,7872544.265936727,7.872544265936726,0.24421591194531245,0.19472527774998066,1.2605341936276628,-0.33827645406725404
Grid_SP030_TW050_AZ020,"sp500 30%, 0050 50%, allianz 20%",1000000.0,8826106.716746937,7826106.7167469375,7.826106716746938,0.24356254346967599,0.17654883056862147,1.7258660028337884,-0.27051745815194306
Grid_SP010_TW085_AZ005,"sp500 10%, 0050 85%, allianz 5%",1000000.0,8750976.791571999,7750976.791571999,7.750976791571999,0.2424988977970044,0.20679367343974023,1.4959434448019846,-0.3125198675223919
Grid_SP025_TW060_AZ015,"sp500 25%, 0050 60%, allianz 15%",1000000.0,8716067.292972336,7716067.292972336,7.716067292972336,0.24200187047391486,0.18304504691947165,1.6618659141552605,-0.27650179148092924
Grid_SP050_TW015_AZ035,"sp500 50%, 0050 15%, allianz 35%",1000000.0,8594952.85820189,7594952.858201889,7.594952858201889,0.24026349002821878,0.1698969509173846,1.7660564666289622,-0.28175216626248345
Grid_SP055_TW005_AZ040,"sp500 55%, 0050 5%, allianz 40%",1000000.0,8586213.278785026,7586213.278785026,7.586213278785026,0.2401371979420437,0.17356071294829617,1.731675930633863,-0.2870082119861074
Grid_SP020_TW070_AZ010,"sp500 20%, 0050 70%, allianz 10%",1000000.0,8580408.534951832,7580408.534951832,7.580408534951832,0.240053252015344,0.19149944156154622,1.5858689793870258,-0.2861394787284983
Grid_SP045_TW025_AZ030,"sp500 45%, 0050 25%, allianz 30%",1000000.0,8576806.534877667,7576806.534877667,7.576806534877667,0.24000113560502112,0.1686332531648378,1.7763062914249954,-0.2765633429285632
Grid_SP005_TW095_AZ000,"sp500 5%, 0050 95%, allianz 0%",1000000.0,8546591.78668511,7546591.786685109,7.546591786685109,0.23956318895707462,0.19023093840020786,1.266810931134006,-0.32551911822688107
Grid_SP040_TW035_AZ025,"sp500 40%, 0050 35%, allianz 25%",1000000.0,8531926.570184741,7531926.570184741,7.5319265701847415,0.23935012200450578,0.169823206614753,1.7608960177658142,-0.2717543145314144
Grid_SP035_TW045_AZ020,"sp500 35%, 0050 45%, allianz 20%",1000000.0,8460713.520221362,7460713.520221362,7.460713520221362,0.23831077762241204,0.17341630899920177,1.7215088343593332,-0.2703632705920159
Grid_SP015_TW080_AZ005,"sp500 15%, 0050 80%, allianz 5%",1000000.0,8420348.363099366,7420348.363099366,7.420348363099366,0.23771815287827391,0.2016658878567352,1.5034259233259923,-0.29934167971587644
Grid_SP030_TW055_AZ015,"sp500 30%, 0050 55%, allianz 15%",1000000.0,8363810.324000925,7363810.324000925,7.363810324000925,0.2368837717002834,0.17926811830028486,1.6625064763432291,-0.273040211030231
Grid_SP025_TW065_AZ010,"sp500 25%, 0050 65%, allianz 10%",1000000.0,8242092.695332373,7242092.695332373,7.2420926953323725,0.23507011363621078,0.18716689755662447,1.5896566715171883,-0.2757758239884235
Grid_SP010_TW090_AZ000,"sp500 10%, 0050 90%, allianz 0%",1000000.0,8227506.256637153,7227506.256637153,7.227506256637153,0.23485115310884552,0.18584958798312276,1.2709847087575108,-0.31255653797291605
Grid_SP055_TW010_AZ035,"sp500 55%, 0050 10%, allianz 35%",1000000.0,8208159.690118957,7208159.690118957,7.208159690118958,0.23456019759282531,0.16960813743508435,1.732733444976014,-0.287541863916545
Grid_SP050_TW020_AZ030,"sp500 50%, 0050 20%, allianz 30%",1000000.0,8199240.124696423,7199240.124696423,7.1992401246964235,0.23442584718997805,0.1675319754898899,1.7512023667597598,-0.28232898560571384
Grid_SP060_TW000_AZ040,"sp500 60%, 0050 0%, allianz 40%",1000000.0,8191402.833821682,7191402.833821682,7.191402833821682,0.2343076898823675,0.17406155533856577,1.6912924395583568,-0.29277965058223165
Grid_SP045_TW030_AZ025,"sp500 45%, 0050 30%, allianz 25%",1000000.0,8164711.269174255,7164711.269174255,7.164711269174256,0.23390451530485268,0.16792126913801128,1.7441452961929131,-0.2773255462645239
Grid_SP040_TW040_AZ020,"sp500 40%, 0050 40%, allianz 20%",1000000.0,8104878.52724753,7104878.52724753,7.10487852724753,0.23299641815816252,0.17075915710826314,1.7122114934334804,-0.2725620589980209
Grid_SP020_TW075_AZ005,"sp500 20%, 0050 75%, allianz 5%",1000000.0,8096656.018041441,7096656.018041441,7.0966560180414415,0.23287115182511386,0.19686641189661508,1.5087784870891088,-0.28595627892778264
Grid_SP035_TW050_AZ015,"sp500 35%, 0050 50%, allianz 15%",1000000.0,8020281.111311026,7020281.111311026,7.020281111311026,0.23170211149625275,0.17592718418072095,1.6590528205233483,-0.27288663895234144
Grid_SP015_TW085_AZ000,"sp500 15%, 0050 85%, allianz 0%",1000000.0,7915419.267853851,6915419.267853851,6.915419267853851,0.23008060527991425,0.18171765327048744,1.2736095395261748,-0.299386285505854
Grid_SP030_TW060_AZ010,"sp500 30%, 0050 60%, allianz 10%",1000000.0,7911684.000746111,6911684.000746111,6.911684000746112,0.23002249005751607,0.18322828881266906,1.590197631172677,-0.27560279018973244
Grid_SP060_TW005_AZ035,"sp500 60%, 0050 5%, allianz 35%",1000000.0,7833380.19839217,6833380.19839217,6.833380198392169,0.22879847931389663,0.16985468346510724,1.6939407842624046,-0.2933095210251956
Grid_SP055_TW015_AZ030,"sp500 55%, 0050 15%, allianz 30%",1000000.0,7832905.230743614,6832905.230743614,6.832905230743614,0.22879102129122808,0.16696855514674885,1.7202069885498033,-0.28811452710368135
Grid_SP050_TW025_AZ025,"sp500 50%, 0050 25%, allianz 25%",1000000.0,7807931.203549522,6807931.203549522,6.807931203549522,0.22839830044774523,0.16654408008266997,1.721569298657463,-0.2829452948232424
Grid_SP025_TW070_AZ005,"sp500 25%, 0050 70%, allianz 5%",1000000.0,7780066.488595622,6780066.488595622,6.780066488595621,0.22795878656988222,0.1924198139452098,1.5116213064654849,-0.27837740031676106
Grid_SP045_TW035_AZ020,"sp500 45%, 0050 35%, allianz 20%",1000000.0,7758675.518035371,6758675.518035371,6.758675518035371,0.22762042174096497,0.1685998520266296,1.697592681221586,-0.2781274604388726
Grid_SP040_TW045_AZ015,"sp500 40%, 0050 45%, allianz 15%",1000000.0,7685580.648586354,6685580.648586354,6.685580648586354,0.2264578282793519,0.17304749893092572,1.651052897802747,-0.2734099595698144
Grid_SP020_TW080_AZ000,"sp500 20%, 0050 80%, allianz 0%",1000000.0,7610444.701000172,6610444.701000172,6.610444701000172,0.22525235351494288,0.17785251866232749,1.2744418277602054,-0.28600592208357045
Grid_SP035_TW055_AZ010,"sp500 35%, 0050 55%, allianz 10%",1000000.0,7589307.566706744,6589307.566706744,6.5893075667067444,0.2249113009432422,0.17970951827636963,1.5870460118911796,-0.2754498132424198
Grid_SP060_TW010_AZ030,"sp500 60%, 0050 10%, allianz 30%",1000000.0,7477789.653193053,6477789.653193053,6.477789653193053,0.22309765604095166,0.16694843773363016,1.6835051749666772,-0.29387806640192116
Grid_SP030_TW065_AZ005,"sp500 30%, 0050 65%, allianz 5%",1000000.0,7470725.846228968,6470725.846228968,6.4707258462289685,0.22298195753846084,0.1883510879236689,1.5115600187387843,-0.27820497536672306
Grid_SP065_TW000_AZ035,"sp500 65%, 0050 0%, allianz 35%",1000000.0,7470566.689205889,6470566.689205889,6.470566689205889,0.22297934956250964,0.1706342684325869,1.6500897607002722,-0.29905504485504775
Grid_SP055_TW020_AZ025,"sp500 55%, 0050 20%, allianz 25%",1000000.0,7461607.303562891,6461607.303562891,6.461607303562891,0.2228324587479924,0.16570472368011782,1.6931035661405511,-0.28872634022514565
Grid_SP050_TW030_AZ020,"sp500 50%, 0050 30%, allianz 20%",1000000.0,7422155.955251265,6422155.955251265,6.422155955251266,0.22218375230995258,0.16695771119698946,1.6773825916353722,-0.2836751617350932
Grid_SP045_TW040_AZ015,"sp500 45%, 0050 40%, allianz 15%",1000000.0,7359788.145331113,6359788.145331113,6.3597881453311125,0.22115186807560971,0.1706524142706432,1.638117217432067,-0.27896919962732847
Grid_SP025_TW075_AZ000,"sp500 25%, 0050 75%, allianz 0%",1000000.0,7312679.124124255,6312679.124124255,6.312679124124255,0.22036721281118377,0.17427193694538942,1.2732287544119851,-0.28115974044387915
Grid_SP040_TW050_AZ010,"sp500 40%, 0050 50%, allianz 10%",1000000.0,7275067.423411689,6275067.423411689,6.275067423411689,0.2197374738904012,0.1766356786005869,1.579779124669651,-0.2753169173495973
Grid_SP035_TW060_AZ005,"sp500 35%, 0050 60%, allianz 5%",1000000.0,7168759.922946756,6168759.922946756,6.168759922946756,0.2179415734050938,0.18468520975705982,1.5081990474680729,-0.2780525726939078
Grid_SP065_TW005_AZ030,"sp500 65%, 0050 5%, allianz 30%",1000000.0,7133859.416741346,6133859.416741346,6.133859416741346,0.2173467558904434,0.16747181904208755,1.641450149017314,-0.2996195102615795
Grid_SP060_TW015_AZ025,"sp500 60%, 0050 15%, allianz 25%",1000000.0,7125738.762569951,6125738.762569951,6.125738762569951,0.21720797819260684,0.16541138759736176,1.6588540004435952,-0.2944854235970987
